timestamp,dist,bend
 1702643085.8070254, 5.959999999999994, -7.849999999999994
 1702643087.8136864, 5.8799999999999955, 2.1500000000000057
 1702643089.8293128, 5.859999999999999, 4.150000000000006
 1702643091.8602889, 5.859999999999999, 4.150000000000006
 1702643093.891332, 5.829999999999998, 8.150000000000006
 1702643095.9171698, 5.819999999999993, 10.150000000000006
 1702643098.9386344, 5.819999999999993, 10.150000000000006
 1702643100.9455473, 10.379999999999995, 2.1699999999999875
 1702643102.9612155, 10.36, 4.1699999999999875
 1702643104.9972658, 10.349999999999994, 6.1699999999999875
 1702643107.0081868, 10.329999999999998, 8.169999999999987
 1702643109.0240436, 10.310000000000002, 10.169999999999987
 1702643112.0505383, 10.310000000000002, 10.169999999999987
 1702643115.1181831, 14.879999999999995, 2.1899999999999977
 1702643117.149359, 14.86, 4.189999999999998
 1702643119.1651123, 14.849999999999994, 6.189999999999998
 1702643121.1806586, 14.829999999999998, 8.189999999999998
 1702643123.2069983, 14.810000000000002, 10.189999999999998
 1702643126.2436883, 14.810000000000002, 10.189999999999998
 1702643128.2503984, 19.379999999999995, 2.210000000000008
 1702643130.2814085, 19.36, 4.210000000000008
 1702643132.312511, 19.349999999999994, 6.210000000000008
 1702643134.3436728, 19.349999999999994, 6.210000000000008
 1702643136.3694992, 19.310000000000002, 10.210000000000008
 1702643139.3807168, 19.310000000000002, 10.210000000000008
 1702643141.3875003, 23.879999999999995, 2.2299999999999898
 1702643143.4030747, 23.86, 4.22999999999999
 1702643145.4339693, 23.849999999999994, 6.22999999999999
 1702643147.4548419, 23.83, 8.22999999999999
 1702643149.475603, 23.810000000000002, 10.22999999999999
 1702643152.4816341, 23.810000000000002, 10.22999999999999
 1702643154.4883718, 28.379999999999995, 2.25
 1702643156.5469286, 28.36, 4.25
 1702643158.5624733, 28.349999999999994, 6.25
 1702643160.5835316, 28.33, 8.25
 1702643162.5991063, 28.310000000000002, 10.25
 1702643165.6256945, 28.310000000000002, 10.25
 1702643167.6325088, 28.310000000000002, 10.25
 1702643169.6634045, 32.86, 4.27000000000001
 1702643171.6740537, 32.849999999999994, 6.27000000000001
 1702643173.6793926, 32.83, 8.27000000000001
 1702643175.7155814, 32.81, 10.27000000000001
