timestamp,dist,bend
 1702643853.6764457, 5.959999999999994, -7.849999999999994
 1702643855.6831243, 5.8799999999999955, 2.1500000000000057
 1702643857.7089388, 5.859999999999999, 4.150000000000006
 1702643859.719445, 5.849999999999994, 6.150000000000006
 1702643861.724885, 5.829999999999998, 8.150000000000006
 1702643863.7506323, 5.819999999999993, 10.150000000000006
 1702643866.7770326, 5.819999999999993, 10.150000000000006
 1702643868.7839296, 10.379999999999995, 2.1699999999999875
 1702643870.7893465, 10.36, 4.1699999999999875
 1702643872.810095, 10.349999999999994, 6.1699999999999875
 1702643874.836189, 10.329999999999998, 8.169999999999987
 1702643876.8774912, 10.310000000000002, 10.169999999999987
 1702643879.8938637, 10.310000000000002, 10.169999999999987
 1702643881.9005265, 14.879999999999995, 2.1899999999999977
 1702643883.9215152, 14.86, 4.189999999999998
 1702643885.9372668, 14.849999999999994, 6.189999999999998
 1702643887.968517, 14.829999999999998, 8.189999999999998
 1702643889.994591, 14.810000000000002, 10.189999999999998
 1702643893.0312583, 14.810000000000002, 10.189999999999998
 1702643895.038016, 19.379999999999995, 2.210000000000008
 1702643897.063739, 19.36, 4.210000000000008
 1702643899.0898507, 19.349999999999994, 6.210000000000008
 1702643901.1054783, 19.33, 8.210000000000008
 1702643903.1212435, 19.310000000000002, 10.210000000000008
 1702643906.1378884, 19.310000000000002, 10.210000000000008
 1702643908.1448092, 19.310000000000002, 10.210000000000008
 1702643910.1502578, 23.86, 4.22999999999999
 1702643912.1659849, 23.849999999999994, 6.22999999999999
 1702643914.207076, 23.83, 8.22999999999999
 1702643916.2378666, 23.810000000000002, 10.22999999999999
 1702643919.2592778, 23.810000000000002, 10.22999999999999
 1702643921.266128, 28.379999999999995, 2.25
 1702643923.2922194, 28.36, 4.25
 1702643925.3080041, 28.349999999999994, 6.25
 1702643927.31349, 28.33, 8.25
 1702643929.3189554, 28.310000000000002, 10.25
 1702643932.3355248, 28.310000000000002, 10.25
 1702643934.3422203, 32.879999999999995, 2.2700000000000102
 1702643936.3528328, 32.86, 4.27000000000001
 1702643938.3684354, 32.849999999999994, 6.27000000000001
 1702643940.3840814, 32.83, 8.27000000000001
 1702643942.41004, 32.81, 10.27000000000001
