timestamp,dist,bend
 1702641482.0869937, 5.959999999999994, -7.849999999999994
 1702641485.0935757, 5.8700000000000045, 3.1500000000000057
 1702641488.1195564, 5.849999999999994, 6.150000000000006
 1702641491.1248856, 5.819999999999993, 9.150000000000006
 1702641494.1516576, 5.819999999999993, 9.150000000000006
 1702641497.1581337, 13.370000000000005, 3.1899999999999977
 1702641500.1788876, 13.349999999999994, 6.189999999999998
 1702641503.2050095, 13.319999999999993, 9.189999999999998
 1702641506.2318494, 13.319999999999993, 9.189999999999998
 1702641509.2384953, 20.870000000000005, 3.219999999999999
 1702641512.259298, 20.849999999999994, 6.219999999999999
 1702641515.295469, 20.819999999999993, 9.219999999999999
